main_id,ra,dec,coo_err_maj,coo_err_min,coo_err_angle,coo_wavelength,coo_bibcode,sp_type,user_specified_id,object_number_id,source_id,teff_pastel,logg_pastel,feh_pastel,n_pastel_measurements
HD  32667,75.9719660309,-24.388147513309995,0.022,0.0296,90.0,O,2020yCat.1350....0G,A2IV,Gaia DR3 2960561059245715968,4,3,8511.0,,,1.0
*  67 Mus,201.45958819876,-70.62725255886,0.0861,0.0952,90.0,O,2020yCat.1350....0G,ApHg(Mn),Gaia DR3 5843993572548726400,5,3,,,,
*   3 Hya,128.86749495767,-7.98229383938,0.0325,0.0271,90.0,O,2020yCat.1350....0G,A1VpSrCr,Gaia DR3 5753752736224380544,6,3,11200.0,4.0,1.6,1.0
HD   5550,14.629424953469998,66.35179378111,0.0251,0.0279,90.0,O,2020yCat.1350....0G,A0III,Gaia DR3 526024715129959296 ,7,3,,,,
*  16 Oph,251.37364517532,1.0201630064599998,0.0365,0.0243,90.0,O,2020yCat.1350....0G,B9IV/V,Gaia DR3 4383869275034264192,8,3,,,,
HD 191220,306.22882379157,-83.31061948225,0.023,0.0207,90.0,O,2020yCat.1350....0G,A2/3mA8-F0,Gaia DR3 6346617755337978240,9,3,,,,
HD  70612,125.35077702386,-39.62071548971,0.0157,0.0171,90.0,O,2020yCat.1350....0G,A4V,Gaia DR3 5540043306840497408,10,3,7963.0,,,3.0
HD  63584,116.05422120225003,-69.82161521828,0.1342,0.1692,90.0,O,2020yCat.1350....0G,A0IV/V,Gaia DR3 5264684329193948672,11,3,10300.0,,,2.0
HD 115612,199.11931457344,68.40799825732,0.0299,0.0303,90.0,O,2020yCat.1350....0G,B8V,Gaia DR3 1684760402859121792,12,3,10328.0,,,1.0
HD 196426,309.32658925507,0.09695938289,0.0658,0.0318,90.0,O,2020yCat.1350....0G,B8IIIpec,Gaia DR3 4231133434759619200,13,3,13050.0,3.85,0.05,1.0
HD 181470,289.75478757353994,37.44534493095,0.0664,0.0756,90.0,O,2020yCat.1350....0G,A0III,Gaia DR3 2051256181345048832,14,3,10268.0,3.875,-0.05,2.0
V* KZ Cam,54.58222289971,56.93271538606,0.0236,0.0235,90.0,O,2020yCat.1350....0G,B9p,Gaia DR3 448776116237692928 ,15,3,,,,
HD  11965,29.03920243454,-49.83644500615001,0.0296,0.032,90.0,O,2020yCat.1350....0G,B8/9V,Gaia DR3 4940622209122354560,16,3,,,,
HD  12563,30.617768818380004,-29.665642833930008,0.0227,0.0216,90.0,O,2020yCat.1350....0G,A3III,Gaia DR3 5020974003482641536,17,3,,,,
HD 148515,247.20398268827995,-8.128842250830003,0.0243,0.0157,90.0,O,2020yCat.1350....0G,F3V,Gaia DR3 4350921790633365760,18,3,6722.0,,,1.0
HD  27561,65.39497888881,14.40978899267,0.024,0.0153,90.0,O,2020yCat.1350....0G,F5IV-V,Gaia DR3 3311024789960504576,19,3,6695.0,4.33,-0.12,10.0
HD 155379,258.0567498696299,-25.255141951010003,0.0827,0.0467,90.0,O,2020yCat.1350....0G,A0V,Gaia DR3 4112490185933375744,20,3,10765.0,,,1.0
HD 157316,261.17955156728,-45.00823636539,0.0209,0.0147,90.0,O,2020yCat.1350....0G,F3V,Gaia DR3 5952444383044606336,21,3,6893.5,,,2.0
HD 154140,257.2931562101,-68.84674089337,0.0167,0.023,90.0,O,2020yCat.1350....0G,B9.5V,Gaia DR3 5814186190262735232,22,3,,,,
HD  45618,101.1264788395,82.11533437298,0.027,0.0239,90.0,O,2020yCat.1350....0G,A5V,Gaia DR3 1143461757535195392,23,3,,,,
HD  10553,25.42168061498,-50.03863390283001,0.0145,0.0156,90.0,O,2020yCat.1350....0G,A3V,Gaia DR3 4917533117773655552,24,3,8171.5,,,2.0
HD 113457,196.25850451192,-64.44158390082,0.0225,0.0225,90.0,O,2020yCat.1350....0G,A0V,Gaia DR3 5862028930545927936,25,3,,,,
HD   8803,21.72313635155,3.53564867209,0.062,0.041,90.0,O,2020yCat.1350....0G,B9V,Gaia DR3 2560096418778511744,26,3,10988.5,,,2.0
HD   2191,6.51534938658,20.14684503401,0.0423,0.0298,90.0,O,2020yCat.1350....0G,B8,Gaia DR3 2796126449609364352,27,3,10120.5,3.727,,2.0
HD  27524,65.38187085732,21.039876971630004,0.0219,0.0121,90.0,O,2020yCat.1350....0G,F5V,Gaia DR3 49231668222673920  ,28,3,6620.0,4.21,0.05,5.0
HD 105205,181.69717901257,-12.240846965539998,0.0241,0.0217,90.0,O,2020yCat.1350....0G,F0/2IV,Gaia DR3 3574381842269217152,29,3,7046.0,,,1.0
HD 169247,275.83106138182,14.70004119709,0.021,0.0233,90.0,O,2020yCat.1350....0G,B9,Gaia DR3 4521623650911913984,30,3,,,,
HD  56222,109.37725017516,31.69805368396001,0.0359,0.0303,90.0,O,2020yCat.1350....0G,B8,Gaia DR3 887091483144696448 ,31,3,,,,
HD  77640,135.93089990351,-5.17136280047,0.0336,0.019,90.0,O,2020yCat.1350....0G,B9IV/V,Gaia DR3 5759268882981466112,32,3,,,,
*  19 Lyn B,110.71187288876,55.28431937953,0.0365,0.0403,90.0,O,2020yCat.1350....0G,B9V,Gaia DR3 987326227307654016 ,33,3,10691.0,,,1.0
HD 188787,299.55564669269,-36.68692672086,0.0226,0.0184,90.0,O,2020yCat.1350....0G,F2V,Gaia DR3 6698005866097076096,34,3,6794.5,,,2.0
HD 215869,341.82867710886,53.38180333398,0.1445,0.1511,90.0,O,2020yCat.1350....0G,A2,Gaia DR3 2002489026721005312,35,3,,,,
HD  38511,85.48970093177,-62.91375449643,0.0252,0.0234,90.0,O,2020yCat.1350....0G,A1V,Gaia DR3 4756779466921672192,36,3,,,,
HD   8437,20.45344754792,-66.38413358155,0.1766,0.1732,90.0,O,2020yCat.1350....0G,A0mA7-A9,Gaia DR3 4704810671866569344,37,3,,,,
HD  51638,105.30670786286,54.85668143706,0.0343,0.0316,90.0,O,2020yCat.1350....0G,B8,Gaia DR3 987827226653323520 ,38,3,10639.5,3.774,,2.0
HD 223452,357.47923171187995,-65.64115237601,0.0441,0.043,90.0,O,2020yCat.1350....0G,F2(m_dD),Gaia DR3 6485278403666781696,39,3,6685.0,,,1.0
HD 218003,346.2091255451,-27.1360614322,0.0255,0.0246,90.0,O,2020yCat.1350....0G,A3III,Gaia DR3 2379409584176933504,40,3,,,,
HD  41296,90.14889746768,-58.10208849921,0.0221,0.0232,90.0,O,2020yCat.1350....0G,A3V,Gaia DR3 5495799474328130688,41,3,,,,
HD  29769,68.64573280871,-72.73370989592,0.0347,0.0336,90.0,O,2020yCat.1350....0G,A6IV/V,Gaia DR3 4652758898057680128,42,3,,,,
HD 154569,257.0234109045999,-41.61474103744,0.3377,0.1888,90.0,O,2020yCat.1350....0G,A5IV,Gaia DR3 5965927316104213120,43,3,,,,
HD  28867B,68.3868124385,18.01682025106,0.033,0.017,90.0,O,2020yCat.1350....0G,B9.5,Gaia DR3 3314244361868283520,44,3,10593.0,,,1.0
HD 202316,318.76608152102,-2.57193975611,0.2246,0.1627,90.0,O,2020yCat.1350....0G,A3III/IV,Gaia DR3 2685592648748354304,45,3,,,,
HD 198546,313.28550233264,-51.71593783599,0.0233,0.0221,90.0,O,2020yCat.1350....0G,A0Vn,Gaia DR3 6477415349341523328,46,3,,,,
HD   9653,25.13177530312,81.42982051377,0.0185,0.0201,90.0,O,2020yCat.1350....0G,A0,Gaia DR3 566016942325467648 ,47,3,,,,
HD  18390,43.50466416342,-64.8998628436,0.0164,0.0188,90.0,O,2020yCat.1350....0G,F3/5V,Gaia DR3 4720137211122571520,48,3,6524.0,,,2.0
HD 199755,315.0530527563,-34.23433083697999,0.0241,0.0162,90.0,O,2020yCat.1350....0G,A2V,Gaia DR3 6780403645438489088,49,3,,,,
HD  80429,139.78276055152,-22.5530885729,0.0665,0.0584,90.0,O,2020yCat.1350....0G,A0V,Gaia DR3 5675713833291363968,50,3,,,,
HD  38631,86.27012365524,-41.78187896174,0.0148,0.0161,90.0,O,2020yCat.1350....0G,A7V,Gaia DR3 4804440203598953984,1,3,7852.0,,,1.0
HD   5524,14.20462919193,-25.36336480792,0.0208,0.019,90.0,O,2020yCat.1350....0G,A2/3V,Gaia DR3 2344599900739825280,2,3,,,,
HD 102925,177.83383769564,68.83386182062,0.0264,0.0277,90.0,O,2020yCat.1350....0G,Am,Gaia DR3 1058306574827519872,3,3,,,,
HD   7908,19.60572272438,-23.0132223717,0.0188,0.0136,90.0,O,2020yCat.1350....0G,F0VmA3_lB,Gaia DR3 5041659287534663552,4,3,7197.0,,,1.0
HD 167382,274.07964259965,-31.32128741409,0.0198,0.0171,90.0,O,2020yCat.1350....0G,F0V,Gaia DR3 4048927998510291328,5,3,6860.0,,,1.0
HD 187731,297.7454925666,16.857741551649998,0.0438,0.0441,90.0,O,2020yCat.1350....0G,B8,Gaia DR3 1820763806471758848,6,3,,,,
V* V539 Lyr,282.86181114013,39.32058756651,0.0278,0.0328,90.0,O,2020yCat.1350....0G,A0,Gaia DR3 2097463810335670144,7,3,,,,
HD 181018,290.84633181859,-65.57880264553,0.0253,0.0411,90.0,O,2020yCat.1350....0G,ApSi,Gaia DR3 6434438154232430848,8,3,,,,
HD  48629,100.77519882078,-29.23733000224,0.0277,0.0322,90.0,O,2020yCat.1350....0G,A0V,Gaia DR3 2918427773671030784,9,3,,,,
HD  11395,28.64266365318,68.15122201579,0.0161,0.0204,90.0,O,2020yCat.1350....0G,A0,Gaia DR3 519852297367322624 ,10,3,,,,
HD 138196,234.05428400749,-72.83932541065,0.0218,0.0257,90.0,O,2020yCat.1350....0G,B7/8II/III,Gaia DR3 5794744282062130176,11,3,,,,
HD  22593,54.28791523702,-29.83011447904,0.0149,0.0193,90.0,O,2020yCat.1350....0G,A1V,Gaia DR3 5056243519004167552,12,3,,,,
HD   9499,22.90577333422,-61.24932157237001,0.0244,0.0228,90.0,O,2020yCat.1350....0G,F2/3IV/V,Gaia DR3 4715737240466538240,13,3,6882.0,,,1.0
HD   8053,20.26816064256,54.6287110573,0.0262,0.0223,90.0,O,2020yCat.1350....0G,B8,Gaia DR3 410831080909479680 ,14,3,12155.5,3.547,,2.0
HD  33994,78.44871561682,-6.74827573945,0.0344,0.021,90.0,O,2020yCat.1350....0G,B5III,Gaia DR3 3208325490484138880,15,3,,,,
HD 223802,358.22344152456,-58.83828240607001,0.014,0.0137,90.0,O,2020yCat.1350....0G,F2V,Gaia DR3 6494429359770704384,16,3,6885.0,,,2.0
HD  92698,160.4692389497,-26.046658147140004,0.0232,0.023,90.0,O,2020yCat.1350....0G,A3V,Gaia DR3 5469850931193066496,17,3,,,,
HD  23489,56.61366054916,24.254998758980005,0.0283,0.0201,90.0,O,2020yCat.1350....0G,A2V,Gaia DR3 65231486552803328  ,18,3,9078.0,4.25,-0.02,1.0
HD 103086,178.05081986591,-19.20619184768,0.0206,0.0141,90.0,O,2020yCat.1350....0G,A9V,Gaia DR3 3543041809509098112,19,3,7223.0,,,1.0
HD 171770,279.28783821352,-15.026247169210004,0.0235,0.0227,90.0,O,2020yCat.1350....0G,F5IV/V,Gaia DR3 4103438009822537472,20,3,6711.0,,,1.0
HD 200352,315.59070343315,23.32427191394,0.0487,0.04,90.0,O,2020yCat.1350....0G,B9,Gaia DR3 1839380943503207552,21,3,,,,
HD  86066,148.93144136994,-19.67708459624,0.0253,0.0237,90.0,O,2020yCat.1350....0G,A2V,Gaia DR3 5670584955144424576,22,3,,,,
HD 201076,316.43332165716,47.80471613968,0.0206,0.0218,90.0,O,2020yCat.1350....0G,A0V,Gaia DR3 2165235439355225344,23,3,,,,
HD  28007,66.47271724737,17.44763284521,0.0294,0.0169,90.0,O,2020yCat.1350....0G,F2V,Gaia DR3 3313984606542996096,24,3,6907.0,,,1.0
HD 167503,274.14254136352,-23.90254813591,0.1151,0.1029,90.0,O,2020yCat.1350....0G,F0/2V,Gaia DR3 4065567285929073792,25,3,,,,
HD  45614,96.2742765019,-55.7252686257,0.0167,0.0164,90.0,O,2020yCat.1350....0G,F0V,Gaia DR3 5496317756622132224,26,3,6954.0,,,2.0
HD   6610,17.170297328640004,70.68154084509,0.0409,0.0385,90.0,O,2020yCat.1350....0G,A0,Gaia DR3 533245311067368064 ,27,3,,,,
HD  18851,45.03275643175,-47.41696984187,0.0168,0.019,90.0,O,2020yCat.1350....0G,A6IV/V,Gaia DR3 4753584178745296896,28,3,,,,
HD  30483,72.17197818312,16.63427370371,0.0234,0.0115,90.0,O,2020yCat.1350....0G,F5,Gaia DR3 3406010774850360064,29,3,6736.5,,,2.0
HD 119152,205.46990996833,-18.98484640566,0.0446,0.036,90.0,O,2020yCat.1350....0G,F0V,Gaia DR3 6293246911169554944,30,3,6975.0,,,2.0
HD   2029,6.049928601569999,-54.56665291909,0.0117,0.0124,90.0,O,2020yCat.1350....0G,F2V,Gaia DR3 4923164300935338752,31,3,6692.0,,,2.0
HD  96870,170.44955811885,87.63847319994,0.1379,0.1366,90.0,O,2020yCat.1350....0G,B8,Gaia DR3 1151693835451136128,32,3,,,,
HD  36820,83.76950458313,15.639040433870004,0.0686,0.0482,90.0,O,2020yCat.1350....0G,B9,Gaia DR3 3396049817979070464,33,3,,,,
HD 196723,309.53454490494994,30.57750120496,0.0166,0.0197,90.0,O,2020yCat.1350....0G,A0,Gaia DR3 1862291604743234560,34,3,,,,
HD 175862,287.92511337443995,-81.41283833257,0.0145,0.0168,90.0,O,2020yCat.1350....0G,F0/2V,Gaia DR3 6359958537938555904,35,3,6755.0,,,2.0
HD  67317,122.55236121369,55.8043173108,0.0236,0.0248,90.0,O,2020yCat.1350....0G,A2,Gaia DR3 1033349172706023936,36,3,,,,
HD 104999,181.35477774711,17.28931156041,0.0205,0.0167,90.0,O,2020yCat.1350....0G,F5,Gaia DR3 3925893063969232768,37,3,6506.0,,,2.0
HD 207300,327.00254400683,-6.46308276719,0.1284,0.109,90.0,O,2020yCat.1350....0G,A2IV,Gaia DR3 2667963113668165248,38,3,,,,
HD  58698A,111.51293024954,-18.362970453446945,0.0201,0.0229,90.0,O,2020yCat.1350....0G,A0IV/V,Gaia DR3 3026774336672103424,39,3,,,,
HD 214304,339.37437985854,-20.37821503298,0.0237,0.0251,90.0,O,2020yCat.1350....0G,A3mA3-F0,Gaia DR3 2400829445076185344,40,3,,,,
HD  61308,114.33346305364002,-30.79221099157,0.0222,0.0263,90.0,O,2020yCat.1350....0G,B8/9V,Gaia DR3 5599139754735553280,41,3,,,,
HD  49359,100.52022914245,-69.70654663508,0.0268,0.0242,90.0,O,2020yCat.1350....0G,A0IV/V,Gaia DR3 5278947331468328576,42,3,,,,
HD  99781,172.12372846001,-31.857016607279995,0.0193,0.0165,90.0,O,2020yCat.1350....0G,A7V,Gaia DR3 3481441464402658176,43,3,,,,
HD  33038,76.89530286583,2.4691292277700003,0.0277,0.0201,90.0,O,2020yCat.1350....0G,B8/9V,Gaia DR3 3235052006815657728,44,3,,,,
HD 187128,296.91565486862,15.907636026069998,0.029,0.0301,90.0,O,2020yCat.1350....0G,B9,Gaia DR3 1820589155956553472,45,3,,,,
HD  64133,117.93955060190002,-18.357547006200004,0.0196,0.021,90.0,O,2020yCat.1350....0G,B9IV,Gaia DR3 5717645186692551936,46,3,,,,
HD  12284,29.926201231560004,-35.419811326609995,0.0107,0.0143,90.0,O,2020yCat.1350....0G,A9III,Gaia DR3 4968841037609849472,47,3,6956.0,,,1.0
HD 185391,295.89098484161,-66.96040806786,0.0123,0.0235,90.0,O,2020yCat.1350....0G,F0IV,Gaia DR3 6427921245737540352,48,3,7031.0,,,1.0
* nu. Psc,25.35789226178708,5.487611634559999,0.1586,0.0892,90.0,O,2020yCat.1350....0G,K3III,Gaia DR3 2562091860584132096,49,3,4123.0,1.5,-0.27,11.0
*  19 Pup,122.81793876918375,-12.926998685673055,0.0752,0.0745,90.0,O,2020yCat.1350....0G,G8.5IIIb,Gaia DR3 5726736979617591808,50,3,4933.5,2.99,0.0,2.0
* tau Cas,356.76439327339,58.65199103572999,0.0543,0.0559,90.0,O,2020yCat.1350....0G,K1-IIIa,Gaia DR3 1999333119114597632,1,3,4588.5,2.315,-0.015,2.0
* ksi And,20.58508364821,45.52877673579,0.0902,0.075,90.0,O,2020yCat.1350....0G,K0-IIIb,Gaia DR3 398030875774246656 ,2,3,4750.0,2.79,0.15,6.0
HD  91190,158.77287640462,75.71290185511,0.0852,0.0901,90.0,O,2020yCat.1350....0G,G8III-IIIb,Gaia DR3 1126897477422999936,3,3,4965.0,2.75,0.05,3.0
* ome Hya,136.49320743567,5.09232602999,0.0957,0.0916,90.0,O,2020yCat.1350....0G,K2II-III,Gaia DR3 580275512191589760 ,4,3,4539.5,1.75,0.0,4.0
* ksi Leo,142.98642072335,11.299821799159998,0.1131,0.128,90.0,O,2020yCat.1350....0G,G9.5III,Gaia DR3 589907543288859264 ,5,3,4708.0,2.475,-0.125,2.0
* gam Men,82.97021910681667,-76.34090168363221,0.2087,0.239,90.0,O,2020yCat.1350....0G,K2III,Gaia DR3 4648162939452971008,6,3,4627.0,2.9050000000000002,0.335,4.0
*   1 Aqr,309.85371960773,0.4864319445600001,0.0852,0.0535,90.0,O,2020yCat.1350....0G,K0III,Gaia DR3 4231171058672649856,7,3,4750.0,2.7300000000000004,0.07500000000000001,6.0
HD 102328,176.73175952512,55.62818900445,0.0415,0.0493,90.0,O,2020yCat.1350....0G,K2.5IIIbCN1,Gaia DR3 841920040781646080 ,8,3,4400.0,2.25,0.235,4.0
HD 185351,294.15823686072,44.69493376732,0.0497,0.0539,90.0,O,2020yCat.1350....0G,G8.5IIIbFe-0.5,Gaia DR3 2078403295235690112,9,3,5019.5,3.34,0.0,14.0
HD  15920,39.50847155369,72.81825294254,0.0505,0.0561,90.0,O,2020yCat.1350....0G,G8III,Gaia DR3 545900827338842752 ,10,3,5080.0,2.88,-0.06,3.0
* h Vir,203.2419649669108,-10.164998630117775,0.1386,0.0903,90.0,O,2020yCat.1350....0G,G8III,Gaia DR3 3617798051756565760,11,3,4837.0,2.59,-0.31,5.0
* y Her,264.15689041749,48.5856325818,0.0472,0.0493,90.0,O,2020yCat.1350....0G,K1III,Gaia DR3 1366858193604257792,12,3,4510.0,2.24,-0.31,3.0
HD  34043,78.68353793816,5.15614675406,0.1252,0.0821,90.0,O,2020yCat.1350....0G,K4III,Gaia DR3 3240367801938009728,13,3,4120.0,2.0,-0.04,1.0
HD 213022,336.50343112496995,70.77090340644,0.3112,0.2935,90.0,O,2020yCat.1350....0G,K2III,Gaia DR3 2229499729308170368,14,3,,,,
HD  68312,122.88751843737,-7.77253902531,0.0738,0.0562,90.0,O,2020yCat.1350....0G,G7III-IIIb,Gaia DR3 3063621307772865920,15,3,5090.0,2.88,-0.055,5.0
HD 118904,204.29578186349,71.24224931341,0.0487,0.046,90.0,O,2020yCat.1350....0G,K2III,Gaia DR3 1687031134888475008,16,3,,,,
HD 157681,260.43903483067,53.42043009771,0.0447,0.0451,90.0,O,2020yCat.1350....0G,K4III,Gaia DR3 1419240920415509376,17,3,3954.0,1.11,-0.24,3.0
HD  92095,159.77356498535,53.66829963215,0.0273,0.0405,90.0,O,2020yCat.1350....0G,K3III,Gaia DR3 850196545840227328 ,18,3,,,,
*  62 Aql,301.0964616007,-0.70930849573,0.0592,0.0386,90.0,O,2020yCat.1350....0G,K3III,Gaia DR3 4236110752105660032,19,3,4163.0,,,1.0
*  34 Vul,320.26830783921,23.85596853904,0.0652,0.0508,90.0,O,2020yCat.1350....0G,K0III,Gaia DR3 1792369296632990848,20,3,4680.0,2.53,-0.16,9.0
*  86 Peg,1.42484005519,13.396268133790002,0.0519,0.0414,90.0,O,2020yCat.1350....0G,G5III,Gaia DR3 2768591448634694912,21,3,5088.0,2.7649999999999997,-0.05,4.0
HD 203399,318.92686817285994,77.01229692298,0.0324,0.0325,90.0,O,2020yCat.1350....0G,K5III,Gaia DR3 2278464551206789504,22,3,,,,
*   6 UMa,134.15602225986,64.60382733464,0.0593,0.108,90.0,O,2020yCat.1350....0G,G7IIIb,Gaia DR3 1044566355973270400,23,3,5030.0,2.66,-0.12,3.0
* g Boo,217.15755366011288,49.84485042362362,0.0295,0.0362,90.0,O,2020yCat.1350....0G,G4III-IVFe-1,Gaia DR3 1603662211901473408,24,3,5000.0,2.275,-0.675,9.0
HD  39004,87.74212581701,27.96786198373,0.0677,0.0485,90.0,O,2020yCat.1350....0G,G7III:,Gaia DR3 3443049576380598400,25,3,4930.0,2.9699999999999998,-0.045000000000000005,2.0
*  71 Vir,202.30416908565,10.818309192119996,0.0637,0.0305,90.0,O,2020yCat.1350....0G,K0III,Gaia DR3 3738318338775659648,26,3,4658.0,2.505,-0.1,5.0
HD 196852,309.74798574986,30.33426695378,0.023,0.0315,90.0,O,2020yCat.1350....0G,K2III,Gaia DR3 1859271143221902592,27,3,4637.0,2.46,-0.12,3.0
HD  26755,64.28372302355,57.86031979553001,0.154,0.0981,90.0,O,2020yCat.1350....0G,K1III,Gaia DR3 469395399534137728 ,28,3,4630.0,2.465,0.05500000000000001,5.0
*   3 Per,29.63960817519,49.20435293342,0.0349,0.0372,90.0,O,2020yCat.1350....0G,K0IV,Gaia DR3 357623445496975872 ,29,3,4804.5,2.86,-0.14,8.0
HD 156874,259.70219373611,28.822966664280003,0.023,0.0318,90.0,O,2020yCat.1350....0G,K0III,Gaia DR3 4575302701925636480,30,3,4896.0,2.82,-0.015,7.0
HD  27349,65.04144738017,31.95317569926,0.037,0.0228,90.0,O,2020yCat.1350....0G,K5III,Gaia DR3 166534337543253120 ,31,3,,,,
HD 213930,338.41937262726,56.62473764137,0.0293,0.0337,90.0,O,2020yCat.1350....0G,K0III,Gaia DR3 2006866663560075776,32,3,4975.0,2.87,0.12,3.0
HD  69994,125.08738303788002,20.74772120559,0.0388,0.0294,90.0,O,2020yCat.1350....0G,K1III,Gaia DR3 675727793092702080 ,33,3,4650.0,2.6,-0.07,1.0
HD 163652,269.73203144506,-36.85837457678,0.0329,0.0291,90.0,O,2020yCat.1350....0G,G8III,Gaia DR3 4037358426191922688,34,3,4991.0,2.56,-0.37,2.0
HD 104985,181.31298828928,76.90573409254,0.028,0.033,90.0,O,2020yCat.1350....0G,G8.5IIIb,Gaia DR3 1693159194226600192,35,3,4750.0,2.5949999999999998,-0.33499999999999996,9.0
*  44 And,17.57808504059,42.08147499637,0.0327,0.0263,90.0,O,2020yCat.1350....0G,F8V,Gaia DR3 373069831518646528 ,36,3,5951.0,3.61,-0.030000000000000002,7.0
HD  46509,100.13438563403,71.74878599176,0.0189,0.0281,90.0,O,2020yCat.1350....0G,K0III,Gaia DR3 1112863173567966336,37,3,,,,
HD   3807,10.17654837346,-4.3518402831600005,0.0524,0.0212,90.0,O,2020yCat.1350....0G,K0III,Gaia DR3 2527541872345889792,38,3,4625.0,2.3,-0.44,1.0
HD 151388,251.29914515307,43.2171719219,0.0213,0.0325,90.0,O,2020yCat.1350....0G,K4III,Gaia DR3 1357489495541554688,39,3,4061.0,1.55,-0.235,2.0
*   6 Lyn,97.69628162561207,58.162633282470274,0.0213,0.0234,90.0,O,2020yCat.1350....0G,K0.5IIIbFe0.5,Gaia DR3 1004358968092652544,40,3,4957.0,3.215,-0.09,4.0
HD  68077,123.45910540972,56.45225111379,0.0271,0.0271,90.0,O,2020yCat.1350....0G,G9III,Gaia DR3 1033475857061476608,41,3,4940.0,2.8,0.0,1.0
HD   8334,20.653972456200005,1.7263328436499998,0.0313,0.0203,90.0,O,2020yCat.1350....0G,K5III,Gaia DR3 2559260652502356608,42,3,,,,
HD 197139,310.01316335958,43.45887760359,0.0191,0.0213,90.0,O,2020yCat.1350....0G,K2III,Gaia DR3 2069603800593460224,43,3,4470.0,2.27,-0.24,6.0
HD 104075,179.8230508578,33.167002437460006,0.026,0.0348,90.0,O,2020yCat.1350....0G,K1II-III,Gaia DR3 4027931110281084416,44,3,,,,
HD  12583,30.74404005261,-15.305930166030002,0.0374,0.0254,90.0,O,2020yCat.1350....0G,K0II/III,Gaia DR3 5148062498087925248,45,3,5076.0,2.85,0.15,3.0
HD 139357,233.81749413739,53.92214149778,0.0416,0.0426,90.0,O,2020yCat.1350....0G,K4III:,Gaia DR3 1597757387783227008,46,3,4598.0,2.585,0.28500000000000003,4.0
*  10 Del,310.31753305956,14.58287794897,0.0301,0.0188,90.0,O,2020yCat.1350....0G,K4III:,Gaia DR3 1762381079059254400,47,3,4378.0,2.27,-0.015,2.0
HD  33833,78.20053726893,-6.05718940505,0.0276,0.0165,90.0,O,2020yCat.1350....0G,G7III,Gaia DR3 3208587277330249856,48,3,4980.0,3.0,-0.03,1.0
HD  27179,64.33009093225,-6.472173861280001,0.0214,0.0163,90.0,O,2020yCat.1350....0G,K0II,Gaia DR3 3202157848727653760,49,3,4850.0,2.6,0.06,1.0
*  64 Aql,302.00759307016,-0.67818462373,0.0337,0.0201,90.0,O,2020yCat.1350....0G,K1IV,Gaia DR3 4236276194243977344,50,3,4779.0,3.14,-0.03,5.0
HD   3303,8.88891238872,-54.8218717129,0.014,0.0152,90.0,O,2020yCat.1350....0G,K0IV,Gaia DR3 4921421918602162688,1,3,4700.0,2.7,-0.41,1.0
HD 124186,212.81300342741,32.29589223341999,0.0142,0.0156,90.0,O,2020yCat.1350....0G,K4III,Gaia DR3 1478371380150987520,2,3,4433.0,2.7,0.27,3.0
HD 117710,202.8156931132,42.10615346468,0.0133,0.0167,90.0,O,2020yCat.1350....0G,K2III,Gaia DR3 1501230643506053632,3,3,4661.0,2.29,0.21,1.0
HD  32406,76.0607023776,30.494582827799995,0.0242,0.0112,90.0,O,2020yCat.1350....0G,K0II-III,Gaia DR3 157092247079651456 ,4,3,4833.0,2.26,0.15,1.0
HD 225276,1.2333291814499998,26.64877089024,0.0427,0.0338,90.0,O,2020yCat.1350....0G,K4IIIb,Gaia DR3 2853679286254061696,5,3,,,,
HD 203574,320.13936345251,60.75640762351,0.0337,0.0324,90.0,O,2020yCat.1350....0G,G5III,Gaia DR3 2191950853167526272,6,3,4805.0,2.32,-0.11,1.0
HD  10042,23.41321285806,-78.50481978674,0.0206,0.0204,90.0,O,2020yCat.1350....0G,K0III,Gaia DR3 4633431991899353856,7,3,4803.5,2.355,-0.345,2.0
HD 202720,319.12341067465,42.25179014393999,0.0146,0.0159,90.0,O,2020yCat.1350....0G,K2,Gaia DR3 1969079610002745728,8,3,,,,
*  22 Pup,125.69519712687,-13.05479283948,0.0161,0.0161,90.0,O,2020yCat.1350....0G,K0III,Gaia DR3 5723917007169042816,9,3,4863.0,2.55,-0.07,1.0
HD 175823,283.44295587582,57.48655724487,0.0152,0.0176,90.0,O,2020yCat.1350....0G,K5III:,Gaia DR3 2153625661689553408,10,3,4352.0,2.17,-0.1,3.0
HD 138524,232.33788989323,62.09952939968,0.0192,0.0189,90.0,O,2020yCat.1350....0G,K5,Gaia DR3 1640438603811339008,11,3,4142.0,1.93,0.005,2.0
HD  65448,120.62834897042002,63.090338946870006,0.094,0.1455,90.0,O,2020yCat.1350....0G,G1III,Gaia DR3 1085344665266177920,12,3,,,,
HD  39685,88.56566367817,3.2256414066899994,0.0181,0.0145,90.0,O,2020yCat.1350....0G,K2III,Gaia DR3 3316311138787345664,13,3,,,,
HD  40325,90.07874114392,44.59201295338001,0.0257,0.0193,90.0,O,2020yCat.1350....0G,K2III,Gaia DR3 961506567552649984 ,14,3,,,,
HD  38885,86.82785976943,-35.67407409223999,0.0164,0.0192,90.0,O,2020yCat.1350....0G,K1III,Gaia DR3 2888135575488124800,15,3,,,,
HD 195820,307.83813073413,52.30952336130001,0.0174,0.0187,90.0,O,2020yCat.1350....0G,K0III,Gaia DR3 2181544426593974400,16,3,4758.0,2.73,-0.12,3.0
